licitacao,proponente, situacao
3257219,24605063000130,0
3257219,16631594000179,1
3257919,27499125000164,1
3260119,32674598000190,0
3260119,28302534000191,0
3260119,18044711000123,0
3260119,8449096000181,1
3260119,3395396000101,1
3260119,37227550000158,1
3260119,22919869000177,1
3263019,7756777000120,1
3263719,20467220000137,0
3263719,18658386000199,0
3263719,32221098000101,0
3263719,8829277000133,0
3263719,7220883000194,1
3263719,23140495000150,1
895119,25215083000167,0
895119,19088045000198,0
895119,22455563000107,1
895319,13530880000150,0
895319,21187875000114,0
895319,18967438000109,0
895319,13344533000132,0
895319,19594219000194,0
895319,24127572000102,1
895319,3308710000171,1
895319,19733619000133,1
895319,27020950000134,1
895619,7552997000212,1
3271319,12681460000101,1
3272419,18127470000186,1
3276519,7756777000120,1
3276819,11054242000184,1
3276819,63478895000194,1
3277719,63478895000194,1
3277719,15218561000139,1
3278419,3361154000105,1
897519,63478895000194,1
897519,70104344000126,1
897519,3817043000152,1
897519,10831701000126,1
897519,15218561000139,1
897519,8160290000142,1
897519,8778201000126,1
3279319,1752306000167,1
3281119,29903019000120,0
3281119,23723502000146,0
3281119,26873236000126,0
3281119,21062777000150,1
3281919,29769351000143,0
3281919,27059166000130,0
3281919,35590090000100,0
3281919,5881170000146,1
3281919,22455563000107,1
3282419,26979660000150,1
3284919,4654716000163,1
3285019,4654716000163,1
3285119,4654716000163,1
3285819,70111752000105,1
3285819,13258973000177,1
3287119,20226846000151,0
3287119,10831701000126,1
3287119,8778201000126,1
3287119,3817043000152,1
3287219,10831701000126,1
3287219,8778201000126,1
3287219,3817043000152,1
3287219,63478895000194,1
3287219,20226846000151,1
3287419,10831701000126,1
3287419,20226846000151,1
3287419,3817043000152,1
3287419,63478895000194,1
3288219,13188540000192,1
3288219,1622509000139,1
3288419,13188540000192,1
3288419,1622509000139,1
3288619,31620593000112,0
3288619,31357345000120,0
3288619,27090969000157,0
3288619,27755751000174,1
3288619,4675421000173,1
3288619,17250998000185,1
3288619,26762833000183,1
3288619,27380620000150,1
3288919,7156006000100,1
3289019,35715234000876,1
3289219,26720174000112,1
3289419,10719048000108,1
3289519,9200727000197,1
3289619,29495357000170,1
3289819,21601339000113,1
3292719,12710916000114,1
3292719,10719048000108,1
3292719,63478895000194,1
3292719,9478023000180,1
3294619,19420845000164,1
899919,6049929000191,1
5247719,3456707000286,1
5247919,23126396000113,1
5248019,33470414000133,1
5248319,12770006000127,1
5248419,35715234000876,1
5250619,11461719000146,0
5250619,28997034000111,1
5250619,22226628000142,1
5250719,4826424000160,0
5250719,22226628000142,1
5250719,28997034000111,1
5252019,11274931000102,1
5253419,11663562000131,1
5253419,24605063000130,1
5253519,9044455000183,1
5254019,8979527000111,1
5254619,17495405000140,1
5254719,13864189000102,1
5257819,24064804000112,1
5259119,17631583000151,1
5260219,8766032000295,1
5261119,11090407000173,1
5263919,5329135000119,1
1401619,684777000112,0
1401619,455771000173,0
1401619,10703911000139,1
1401619,3014234000186,1
5268019,19835542000102,1
5269819,6328947000102,1
5269919,5797987000130,0
5269919,26649698000164,0
5269919,25199983000168,1
5270019,9311371000169,1
5270019,26985522000183,1
5270619,17560794000140,1
5275119,22404542000162,1
5278619,14745112000186,1
5278619,14455769000109,1
5279419,7897039000100,0
5279419,33039726000197,0
5279419,21062777000150,1
5279419,31639450000152,1
5279419,12710916000114,1
5279419,9251627000190,1
5280119,9127069000155,0
5280119,8134975000114,1
5281819,3538267000125,1
5282019,24380578000189,1
5282619,20385922000171,1
5282619,24726321000136,1
5282919,26901352000101,1
5283719,40979684000130,1
1405019,20198694000120,1
5283819,12096959000151,0
5283819,15409799000141,0
5283819,460107000112,0
5283819,18158092000106,0
5283819,25157541000159,1
5283919,12710916000114,1
5283919,7897039000100,1
5285319,2596872000190,0
5285319,18995457000149,0
5285319,33932061000146,1
5285319,4602789000101,1
5285319,19918905000173,1
1405819,7766048000154,0
1405819,5765913000112,0
1405819,19580923000198,0
1405819,29903019000120,0
1405819,17417928000179,1
1405819,19918905000173,1
1405819,4679119000193,1
5285719,24064804000112,1
5286019,26520926000100,0
5286019,20949329000100,1
5287219,4238951000154,1
5287819,17886274000122,1
5288519,1663156000115,0
5288519,1490595000173,1
1409319,63478895000194,1
1409319,9478023000180,1
1409319,4064641000160,1
1409319,7936090000176,1
5290519,9020811000129,1
5290919,1084111000196,1
5291019,7588558000189,1
5293019,35715234000876,0
5293019,9127069000155,1
5293519,23587584000149,1
5293819,25445998000169,1
5293819,25462687000108,1
5293819,13349051000175,1
5293819,34345364000125,1
5293819,32865998000183,1
5294119,10760106000147,1
5294519,28982936000184,1
5294619,14680187000126,1
5294619,7796417000151,1
5295019,32925168000102,0
5295019,19835542000102,1
5295119,3330150000151,0
5295119,12633952000121,0
5295119,8449096000181,0
5295119,4679119000193,0
5295119,18296153000193,1
5295119,21062777000150,1
5295119,70307939000189,1
5295119,11427407000116,1
5295219,32925168000102,0
5295219,19835542000102,1
5295619,29903019000120,1
5296119,34328993000147,1
5296119,34405255000156,1
5296119,29697980000105,1
5296119,34174591000135,1
1411519,3817043000152,0
1411519,1722296000117,0
1411519,7778725000154,0
1411519,7936090000176,1
1411519,4064641000160,1
1411519,6948769000112,1
1411519,28675331000140,1
5298419,12667749000176,1
5298819,16715147000106,1
1412019,3817043000152,1
1412019,10831701000126,1
1412019,16682179000144,1
5300019,7608518000151,1
5300019,29805880000155,1
5300019,10794228000154,1
1412219,19502091000191,1
1412219,16417577000133,1
5302919,2393076000150,0
5302919,24747519000104,0
5302919,30712427000183,0
5302919,22226628000142,0
5302919,29903019000120,0
5302919,7046164000107,0
5302919,33932061000146,1
5303719,24658568000162,0
5303719,24295246000104,0
5303719,29878872000139,1
5304919,11083424000183,1
5305619,7861144000181,0
5305619,14977470000114,0
5305619,27762169000135,1
5306219,14977470000114,0
5306219,27762169000135,1
5306419,27762169000135,0
5306419,14977470000114,1
5306919,14977470000114,0
5306919,34265328000151,0
5306919,27762169000135,1
5307519,7253881000100,1
5309119,26950940000135,1
5309119,18296153000193,1
5309119,5816684000207,1
5309219,4667686000120,0
5309219,7264280000194,1
5309319,24726321000136,1
5309619,13777403000193,0
5309619,12102978000143,0
5309619,673834000168,0
5309619,11680368000164,1
5309719,3336929000184,1
1415219,22759235000102,0
1415219,15161782000118,0
1415219,18833963000131,0
1415219,28697127000120,1
5312419,13258973000177,1
5312419,7958106000141,1
5312419,4906156000197,1
5314819,24726321000136,1
5320919,11083424000183,1
5321319,28496985000107,1
5321519,2301569000112,1
5321519,4826424000160,1
5321519,27545583000192,1
5321519,15348142000111,1
5322419,22759235000102,0
