licitacao, proponente, situacao
3046119,8160000000000,1
3056019,5800000000000,1
3080419,16700000000000,1
3082919,28100000000000,0
3082919,31100000000000,0
3082919,30200000000000,1
3094119,7180000000000,0
3094119,1080000000000,0
3094119,26300000000000,1
3098719,17700000000000,1
3098719,18600000000000,1
3100819,1230000000000,0
3100819,14300000000000,0
3100819,17800000000000,0
3100819,2750000000000,1
3101619,1230000000000,0
3101619,2750000000000,0
3101619,17800000000000,0
3101619,14300000000000,0
3101619,18900000000000,0
3101619,4330000000000,1
3102419,22800000000000,1
3106419,17300000000000,1
3108819,22800000000000,0
3108819,13600000000000,1
3114419,3370000000000,0
3114419,25200000000000,1
3114919,29700000000000,1
3115319,26700000000000,1
848719,1310000000000,1
848719,8170000000000,1
3117919,7180000000000,1
3127219,10600000000000,1
3128419,13800000000000,0
3128419,11200000000000,0
3128419,5080000000000,1
3129319,27200000000000,1
3131719,11200000000000,0
3131719,7520000000000,0
3131719,17400000000000,0
3131719,15200000000000,0
3131719,21100000000000,0
3131719,29100000000000,1
3134919,26500000000000,1
858919,23800000000000,1
858919,2380000000000,1
3144719,23000000000000,0
3144719,5080000000000,0
3144719,11200000000000,1
3149319,29100000000000,0
3149319,1230000000000,1
3160619,21600000000000,1
3161019,2290000000000,1
3161719,4440000000000,1
3170319,1230000000000,0
3170319,18200000000000,0
3170319,26100000000000,0
3170319,30300000000000,1
3171019,27900000000000,0
3171019,30600000000000,0
3171019,7360000000000,1
3177919,13100000000000,0
3177919,21900000000000,1
3178219,13100000000000,1
3182619,19000000000000,1
3182719,27500000000000,1
3184419,14800000000000,1
3191319,28900000000000,0
3191319,13800000000000,0
3191319,20300000000000,0
3191319,7610000000000,0
3191319,26500000000000,0
3191319,17400000000000,1
3226419,7800000000000,1
3230719,7590000000000,1
3231419,10300000000000,1
3257919,27500000000000,1
895119,25200000000000,0
895119,19100000000000,0
895119,22500000000000,1
3271319,12700000000000,1
3272419,18100000000000,1
3281919,29800000000000,0
3281919,27100000000000,0
3281919,35600000000000,0
3281919,5880000000000,1
3281919,22500000000000,1
3282419,27000000000000,1
3288919,7160000000000,1
3289619,29500000000000,1
3289819,21600000000000,1
3294619,19400000000000,1
3306119,16600000000000,1
3309319,29600000000000,1
3314619,26200000000000,0
3314619,8490000000000,0
3314619,23500000000000,1
3315519,25200000000000,1
3324119,7910000000000,0
3324119,19300000000000,0
3324119,13600000000000,0
3324119,16700000000000,1
3338219,24600000000000,1
3343419,5160000000000,0
3343419,17800000000000,0
3343419,15200000000000,1
3368919,10600000000000,1
915819,18900000000000,0
915819,29900000000000,0
915819,13600000000000,0
915819,29700000000000,0
915819,15400000000000,0
915819,5880000000000,0
915819,30700000000000,1
3380919,7910000000000,1
3380919,20200000000000,1
3383519,31100000000000,1
3401019,18100000000000,1
923819,15000000000000,0
923819,3400000000000,1
3418119,31000000000000,1
3436019,25300000000000,1
3436619,119000000000,1
3490119,10600000000000,1
946819,11200000000000,0
946819,7610000000000,0
946819,13400000000000,0
946819,35600000000000,0
946819,19400000000000,1
948219,1080000000000,1
3518919,30100000000000,1
3525919,16700000000000,1
3527619,30700000000000,1
955519,13400000000000,0
955519,5480000000000,1
3557319,4670000000000,1
3561319,5460000000000,1
3561319,412000000000,1
3567819,13600000000000,0
3567819,5160000000000,0
3567819,13800000000000,0
3567819,10300000000000,0
3567819,28700000000000,1
3578719,976000000000,0
3578719,2750000000000,1
3584719,15200000000000,1
3591019,10400000000000,1
3595919,27100000000000,0
3609419,24300000000000,1
3611819,19400000000000,1
3614219,29200000000000,1
3620919,20900000000000,1
980519,7910000000000,0
980519,70100000000000,0
980519,17300000000000,0
980519,9330000000000,0
980519,19100000000000,1
980619,1080000000000,1
3636019,17400000000000,1
3636219,19300000000000,1
3636319,8810000000000,1
984819,9180000000000,0
984819,13400000000000,0
984819,27900000000000,1
3658019,3340000000000,1
3660819,13800000000000,0
3660819,10700000000000,1
988919,22900000000000,1
988919,63500000000000,1
988919,21600000000000,1
988919,8160000000000,1
988919,8600000000000,1
3664119,11900000000000,1
3664119,13100000000000,1
3686019,9630000000000,1
3709619,29500000000000,1
3715219,18600000000000,1
3720519,4670000000000,1
3722019,30700000000000,1
3723219,26500000000000,0
3723219,26700000000000,1
3725219,12500000000000,1
3741219,17400000000000,1
3742019,19400000000000,1
3745019,20900000000000,1
3758019,14300000000000,1
3758419,20900000000000,1
3759319,17400000000000,0
3759319,7940000000000,1
3763919,22800000000000,1
3765119,9610000000000,0
3765119,29300000000000,0
3765119,31600000000000,1
3766119,29300000000000,0
