licit;proponente;situacao
6271819;1,67E+13;0
6271819;2,70E+13;0
6271819;3,31E+13;0
6271819;1,95E+13;0
6271819;3,27E+13;0
6271819;1,23E+12;0
6271819;2,75E+13;1
6273619;2,61E+13;0
6273619;3,42E+13;0
6273619;5,16E+12;0
6273619;2,75E+13;1
6284719;2,24E+13;1
6285319;2,38E+13;1
6286719;9,58E+12;0
6286719;1,03E+13;0
6286719;7,24E+12;1
6287319;7,55E+12;1
6287419;1,40E+13;1
6287819;2,68E+13;1
6289519;8,44E+12;1
6289619;1,21E+13;0
6289619;5,88E+12;1
6290219;1,30E+13;1
6299519;2,21E+13;1
6304019;3,47E+13;1
6315319;2,25E+13;0
6315319;2,28E+13;0
6315319;1,91E+13;0
6315319;2,44E+13;0
6315319;2,98E+13;1
6319019;1,11E+13;1
6338719;2,09E+13;1
1692819;9,22E+12;0
1692819;1,99E+12;0
1692819;3,59E+12;0
1692819;7,91E+12;0
1692819;4,60E+11;0
1692819;7,01E+13;0
1692819;8,77E+12;0
1692819;1,73E+13;0
1692819;9,05E+12;1
1693119;4,57E+11;1
6347719;2,52E+13;1
6347819;1,58E+13;1
6358419;3,35E+13;0
6358419;9,05E+12;0
6358419;2,83E+13;1
6368719;3,16E+13;0
6368719;1,89E+13;1
6385519;2,68E+13;1
6386819;1,07E+13;1
6388019;9,22E+12;0
6388019;7,01E+13;0
6388019;4,56E+12;0
6388019;1,73E+13;1
6395619;2,67E+13;1
6405519;3,10E+13;1
6412619;3,26E+12;0
6412619;1,08E+12;1
6412719;1,06E+13;1
6413619;3,40E+12;1
6413619;2,83E+13;1
6416919;1,03E+13;0
6416919;3,42E+13;0
6416919;2,44E+13;0
6416919;2,98E+13;0
6416919;3,35E+13;0
6416919;2,92E+13;0
6416919;2,98E+13;1
6441519;2,91E+13;0
6441519;2,98E+13;0
6441519;1,78E+13;0
6441519;2,52E+13;0
6441519;3,35E+13;1
6449619;2,70E+13;0
6449619;1,50E+13;0
6449619;1,09E+12;0
6449619;2,98E+13;1
1719319;4,02E+12;0
1719319;4,56E+12;0
1719319;9,22E+12;0
1719319;1,66E+12;0
1719319;1,09E+13;1
6454319;2,98E+13;1
6457019;1,20E+13;1
6457019;8,60E+12;1
6463819;2,97E+13;0
6463819;1,74E+13;0
6463819;3,06E+13;0
6463819;3,07E+13;0
6463819;3,01E+13;0
6463819;5,88E+12;0
6463819;3,34E+13;1
6466119;2,51E+13;0
6466119;1,43E+13;0
6466119;1,74E+13;0
6466119;2,29E+13;0
6466119;8,65E+12;0
6466119;2,79E+13;0
6466119;2,28E+13;0
6466119;1,80E+13;1
6477819;1,50E+13;0
6477819;5,16E+12;0
6477819;2,75E+12;0
6477819;2,75E+13;1
6480519;2,19E+13;1
6486719;2,75E+13;1
6488919;2,75E+13;1
6489819;4,95E+12;0
6489819;2,12E+13;0
6489819;1,64E+13;0
6489819;1,92E+13;1
1733119;1,12E+13;0
1733119;1,74E+13;0
1733119;2,69E+13;0
1733119;2,91E+13;1
6499819;2,68E+13;1
6500619;1,25E+13;1
6500719;1,11E+13;1
6500919;5,29E+12;1
1735919;1,73E+13;0
1735919;4,85E+12;0
1735919;3,59E+12;0
1735919;7,01E+13;0
1735919;1,08E+13;0
1735919;9,22E+12;1
6524919;1,38E+13;1
6526019;2,00E+13;1
6535819;7,36E+12;0
6535819;3,27E+13;0
6535819;2,98E+13;0
6535819;2,79E+13;0
6535819;2,99E+13;1
6548919;8,44E+12;1
6550519;7,16E+12;1
6552519;2,97E+13;0
6552519;1,71E+13;1
6552919;2,97E+13;1
1749419;3,28E+13;1
6557619;1,43E+13;1
6559519;3,31E+13;1
6563819;1,06E+13;1
6564519;1,75E+13;0
6564519;3,08E+13;0
6564519;2,81E+13;0
6564519;1,86E+13;1
6565019;1,52E+13;1
6570419;3,26E+12;1
6572719;1,12E+13;1
6575319;2,15E+13;1
6589419;4,85E+12;0
6589419;1,73E+13;1
6592819;1,96E+13;1
6603619;2,79E+13;0
6603619;2,68E+13;1
6608219;1,76E+13;0
6608219;2,89E+13;0
6608219;1,95E+13;1
6620519;1,21E+13;1
6650419;2,66E+13;1
6650919;2,65E+13;0
6650919;1,79E+13;0
6650919;5,91E+12;1
6654719;2,43E+13;1
6661619;7,75E+12;0
6661619;2,98E+13;0
6661619;3,16E+13;0
6661619;2,40E+13;0
6661619;3,38E+13;1
6666919;1,12E+13;1
6667219;1,12E+13;1
1787619;1,76E+13;1
6673519;2,79E+13;1
6673719;3,19E+13;1
1789019;4,46E+12;1
1790519;2,89E+13;0
1790519;2,03E+13;0
1790519;7,18E+12;0
1790519;1,95E+13;0
1790519;2,07E+12;1
6690019;1,43E+13;1
6691819;9,05E+12;0
6691819;1,12E+13;0
6691819;1,38E+13;0
6691819;2,68E+13;1
6751219;2,83E+13;1
6768019;2,40E+13;0
6768019;2,03E+13;0
6768019;5,88E+12;0
6768019;1,89E+13;0
6768019;3,12E+13;0
6768019;2,51E+12;0
6768019;6,13E+11;0
6768019;2,66E+13;0
6768019;7,75E+12;0
6768019;1,23E+12;0
6768019;2,71E+13;1
6768519;3,31E+13;1
6769319;4,90E+12;1
6769519;1,78E+13;1
6772119;2,79E+13;1
1821519;3,12E+13;0
1821519;2,03E+13;0
1821519;7,01E+13;0
1821519;1,12E+13;1
6797719;1,06E+13;1
6798219;5,88E+12;0
6798219;7,75E+12;0
6798219;3,27E+13;0
6798219;3,47E+13;0
6798219;2,98E+13;0
6798219;3,38E+13;0
6798219;1,52E+13;0
6798219;1,09E+12;1
6799619;2,03E+13;0
6799619;1,72E+13;0
6799619;2,52E+13;0
6799619;5,88E+12;0
6799619;3,07E+13;0
6799619;2,71E+13;0
6799619;2,98E+13;0
6799619;1,89E+13;0
6799619;1,03E+13;0
6799619;3,12E+13;0
6799619;2,66E+13;0
6799619;1,23E+12;0
6799619;2,51E+12;0
6799619;2,70E+13;0
6799619;2,78E+13;0
6799619;2,12E+13;1
6838819;1,09E+13;0
6838819;2,18E+13;0
6838819;2,87E+13;1
1825219;2,86E+12;0
1825219;1,08E+13;0
1825219;4,60E+11;0
1825219;1,73E+13;0
1825219;7,91E+12;0
1825219;1,66E+12;0
1825219;9,22E+12;0
1825219;1,91E+13;0
1825219;4,09E+13;0
1825219;9,76E+11;0
1825219;1,09E+13;0
1825219;3,40E+12;0
1825219;8,79E+12;0
1825219;4,12E+13;0
1825219;8,77E+12;0
1825219;9,05E+12;1
6855119;1,20E+13;1
1828119;9,76E+11;1
6869519;2,24E+13;0
6869519;1,95E+13;0
6869519;1,12E+13;0
6869519;2,16E+13;0
6869519;1,57E+13;0
6869519;2,79E+13;0
6869519;2,65E+13;0
6869519;1,25E+13;1
6872819;2,95E+13;1
1830319;7,01E+13;0
1830319;4,30E+12;0
1830319;9,22E+12;0
1830319;9,05E+12;0
1830319;1,08E+13;0
1830319;1,99E+12;0
1830319;9,61E+12;0
1830319;1,73E+13;0
1830319;7,91E+12;0
1830319;4,12E+13;0
1830319;3,75E+11;1
1831019;4,09E+13;0
1831019;4,60E+11;0
1831019;1,91E+13;0
1831019;7,01E+13;0
1831019;1,99E+12;0
1831019;4,85E+12;0
1831019;4,12E+13;0
1831019;9,07E+12;0
1831019;2,86E+12;0
1831019;9,22E+12;0
1831019;1,08E+13;0
1831019;7,91E+12;0
1831019;3,75E+11;1
1832919;8,42E+12;1
1834219;1,03E+13;1
6900319;3,16E+13;0
6900319;2,91E+13;1
6901019;2,71E+13;0
6901019;1,47E+13;0
6901019;3,03E+13;0
6901019;1,34E+13;1
1835119;3,59E+12;0
1835119;7,01E+13;0
1835119;2,35E+12;0
1835119;7,91E+12;0
1835119;1,08E+13;0
1835119;9,22E+12;0
1835119;1,09E+13;0
1835119;9,61E+12;0
1835119;6,15E+12;0
1835119;1,08E+13;0
1835119;8,77E+12;0
1835119;4,85E+12;1
6903319;7,91E+12;1
6903519;1,05E+13;0
6903519;2,82E+13;0
6903519;2,34E+13;0
6903519;2,78E+13;0
6903519;7,86E+12;1
6905519;9,32E+12;1
6905919;5,16E+12;0
6905919;3,38E+13;1
6906319;2,52E+13;1
6906919;4,46E+12;1
6914119;1,67E+13;1
1836719;7,01E+13;0
1836719;9,61E+12;0
1836719;1,86E+13;0
1836719;4,60E+11;0
1836719;1,73E+13;0
1836719;9,22E+12;0
1836719;4,85E+12;0
1836719;4,32E+12;1
6920919;4,46E+12;0
6920919;1,76E+13;0
6920919;1,32E+13;0
6920919;1,86E+13;1
6925319;3,19E+13;1
6926019;2,52E+13;0
6926019;8,06E+12;1
1840619;1,66E+12;0
1840619;1,08E+13;0
1840619;3,40E+12;0
1840619;7,91E+12;0
1840619;3,59E+12;0
1840619;9,33E+12;0
1840619;4,30E+12;0
1840619;4,09E+13;0
1840619;7,01E+13;0
1840619;8,77E+12;0
1840619;9,22E+12;1
1844119;1,08E+12;1
6944019;2,79E+13;1
6948619;2,53E+13;1
6953719;7,01E+13;0
6953719;1,54E+13;0
6953719;1,31E+12;1
6966519;7,75E+12;1
1854619;7,01E+13;0
1854619;1,08E+13;0
1854619;9,61E+12;0
1854619;9,76E+11;0
1854619;4,12E+13;0
1854619;1,99E+12;0
1854619;8,79E+12;0
1854619;9,22E+12;0
1854619;7,91E+12;0
1854619;9,05E+12;1
6986319;1,21E+13;1
1855219;1,73E+13;0
1855219;3,59E+12;0
1855219;2,86E+12;0
1855219;7,91E+12;0
1855219;2,86E+13;1
6987119;1,11E+13;1
1856519;7,91E+12;0
1856519;1,08E+13;0
1856519;7,01E+13;0
1856519;3,59E+12;0
1856519;9,37E+12;0
1856519;1,09E+13;0
1856519;9,22E+12;0
1856519;9,76E+11;0
1856519;9,61E+12;0
1856519;1,99E+12;0
1856519;4,85E+12;0
1856519;8,94E+12;0
1856519;4,09E+13;0
1856519;1,66E+12;0
1856519;2,50E+12;1
7014619;1,37E+13;1
7025719;3,45E+13;1
7026419;3,31E+13;1
7053419;2,09E+13;1
1868819;1,08E+13;0
1868819;9,22E+12;0
1868819;1,08E+13;0
1868819;7,91E+12;0
1868819;4,85E+12;0
1868819;7,01E+13;0
1868819;4,60E+11;0
1868819;3,59E+12;0
1868819;9,07E+12;1
1869019;3,28E+13;1
1870119;8,44E+12;1
1870819;5,08E+12;1
1872719;9,22E+12;0
1872719;7,91E+12;0
1872719;9,05E+12;0
1872719;1,67E+13;0
1872719;4,60E+11;0
1872719;3,26E+12;1
1873419;4,09E+13;0
1873419;1,86E+13;0
1873419;9,05E+12;0
1873419;4,30E+12;0
1873419;2,50E+12;0
1873419;1,09E+13;0
1873419;7,01E+13;0
1873419;8,77E+12;0
1873419;3,59E+12;0
1873419;9,22E+12;0
1873419;8,94E+12;0
1873419;3,26E+12;0
1873419;4,85E+12;0
1873419;1,94E+13;1
7075419;1,07E+13;1
1873919;1,66E+12;0
1873919;3,40E+12;0
1873919;7,91E+12;0
1873919;9,61E+12;0
1873919;9,22E+12;0
1873919;3,59E+12;0
1873919;4,09E+13;0
1873919;3,75E+11;1
7087519;5,88E+12;1
7088719;2,67E+13;0
7088719;1,34E+13;0
7088719;3,03E+13;1
7091919;3,07E+13;0
7091919;3,12E+13;0
7091919;1,78E+13;1
7095619;5,88E+12;0
7095619;2,43E+13;0
7095619;3,16E+13;0
7095619;1,71E+13;0
7095619;2,28E+13;0
7095619;2,71E+13;1
7109219;2,86E+13;1
7116719;9,20E+12;1
7132619;3,34E+12;1
1885919;3,59E+12;0
1885919;9,37E+12;0
1885919;9,05E+12;0
1885919;8,77E+12;0
1885919;9,22E+12;0
1885919;7,01E+13;0
1885919;8,94E+12;0
1885919;9,61E+12;0
1885919;9,76E+11;0
1885919;3,40E+12;1
1887819;1,72E+13;1
7140019;1,25E+13;1
7141519;2,98E+13;1
7141619;8,58E+12;1
1890819;9,22E+12;0
1890819;9,05E+12;0
1890819;1,09E+13;0
1890819;7,91E+12;0
1890819;9,07E+12;0
1890819;3,26E+12;0
1890819;3,40E+12;0
1890819;7,01E+13;0
1890819;9,76E+11;0
1890819;1,66E+12;0
1890819;2,50E+12;1
1892119;1,89E+13;0
1892119;3,07E+13;1
1892619;3,59E+12;0
1892619;9,22E+12;0
1892619;3,40E+12;0
1892619;1,66E+12;0
1892619;9,76E+11;0
1892619;9,37E+12;0
1892619;7,01E+13;0
1892619;8,94E+12;0
1892619;1,08E+13;0
1892619;9,61E+12;1
1895419;9,22E+12;0
1895419;4,85E+12;0
1895419;8,94E+12;0
1895419;7,91E+12;0
1895419;7,01E+13;0
1895419;2,35E+12;1
1898019;7,16E+12;1
7185419;2,19E+13;0
7185419;3,10E+13;1
7191219;2,38E+13;1
7197119;2,18E+13;0
7197119;2,30E+13;1
7201719;1,43E+13;1
7211419;1,93E+13;1
7213819;8,79E+12;1
7215119;2,99E+13;1
7215419;1,74E+13;0
7215419;3,27E+13;0
7215419;3,16E+13;0
7215419;2,40E+13;1
7217719;1,35E+13;0
7217719;2,44E+13;0
7217719;2,98E+13;0
7217719;1,78E+13;1
7220019;2,43E+13;1
7221619;1,76E+13;1
7237819;3,34E+13;1
7241419;2,11E+13;1
1915619;1,47E+13;0
1915619;9,05E+12;0
1915619;1,05E+13;1
7262819;2,98E+13;0
7262819;3,31E+13;0
7262819;1,03E+13;0
7262819;3,42E+13;0
7262819;2,75E+13;0
7262819;2,65E+13;1
7267919;3,08E+13;1
7269919;5,88E+12;0
7269919;8,44E+12;0
7269919;3,32E+13;1
7279919;2,77E+13;0
7279919;1,35E+13;0
7279919;3,30E+13;1
7288419;9,32E+12;1
7289019;7,61E+12;0
7289019;2,65E+13;0
7289019;2,30E+13;0
7289019;2,67E+13;0
7289019;1,52E+13;0
7289019;2,03E+13;0
7289019;2,18E+13;0
7289019;1,21E+13;0
7289019;1,34E+13;1
1924519;2,98E+13;0
1924519;1,59E+13;0
1924519;2,44E+13;0
1924519;2,79E+13;0
1924519;2,47E+13;0
1924519;3,38E+13;0
1924519;4,88E+12;1
7293619;1,12E+13;0
7293619;3,43E+13;1
7294219;1,96E+13;1
7295519;1,36E+13;0
7295519;3,40E+12;1
7296819;1,20E+13;1
7302219;1,89E+13;1
7303119;1,05E+13;0
7303119;9,34E+12;0
7303119;2,79E+13;0
7303119;1,94E+13;0
7303119;3,43E+13;1
7303419;3,43E+13;1
1933519;4,09E+13;0
1933519;1,89E+13;0
1933519;1,66E+12;0
1933519;9,22E+12;0
1933519;1,54E+13;0
1933519;8,79E+12;0
1933519;3,40E+12;0
1933519;1,09E+13;0
1933519;7,91E+12;0
1933519;7,01E+13;0
1933519;2,50E+12;1
7312919;3,45E+13;0
7312919;5,88E+12;0
7312919;3,07E+13;0
7312919;3,30E+13;0
7312919;3,27E+13;0
7312919;3,34E+13;0
7312919;3,46E+13;0
7312919;1,50E+13;0
7312919;7,26E+12;1
7316819;3,16E+13;1
1934719;4,30E+12;0
1934719;1,09E+13;0
1934719;9,05E+12;0
1934719;3,40E+12;0
1934719;9,22E+12;0
1934719;8,94E+12;0
1934719;4,09E+13;0
1934719;1,66E+12;0
1934719;7,01E+13;0
1934719;1,91E+13;1
7324019;5,45E+12;0
7324019;3,10E+13;1
7324919;2,09E+13;1
7328119;1,76E+13;1
7342419;2,36E+13;0
7342419;2,79E+13;0
7342419;2,70E+13;0
7342419;3,46E+13;1
7342519;2,63E+12;0
7342519;3,16E+13;1
7342819;2,99E+13;1
7343319;2,70E+13;0
7343319;3,16E+13;0
7343319;2,40E+13;0
7343319;9,13E+12;0
7343319;2,28E+13;0
7343319;2,69E+13;1
7350819;2,19E+13;1
1948619;2,00E+13;0
1948619;3,40E+12;1
1949519;9,05E+12;1
7370819;3,07E+13;0
7370819;2,79E+13;0
7370819;2,28E+13;0
7370819;2,91E+13;0
7370819;7,75E+12;0
7370819;3,35E+13;1
7376219;1,43E+13;1
7380819;2,29E+12;0
7380819;2,16E+13;0
7380819;2,79E+13;0
7380819;1,59E+13;0
7380819;1,25E+13;0
7380819;1,76E+13;0
7380819;1,74E+13;0
7380819;3,39E+13;0
7380819;2,24E+13;0
7380819;2,19E+13;0
7380819;2,99E+13;1
7381919;1,57E+13;0
7381919;2,79E+13;0
7381919;3,39E+13;0
7381919;1,59E+13;0
7381919;1,74E+13;0
7381919;1,76E+13;0
7381919;2,19E+13;0
7381919;2,16E+13;0
7381919;2,95E+13;0
7381919;1,25E+13;0
7381919;2,24E+13;0
7381919;1,74E+13;0
7381919;2,99E+13;1
7382619;2,24E+13;0
7382619;2,79E+13;0
7382619;1,74E+13;0
7382619;3,39E+13;0
7382619;2,95E+13;0
7382619;1,57E+13;0
7382619;2,19E+13;0
7382619;1,74E+13;0
7382619;1,25E+13;0
7382619;2,99E+13;1
1957519;4,85E+12;0
1957519;9,22E+12;0
1957519;4,60E+11;0
1957519;9,05E+12;0
1957519;7,01E+13;0
1957519;4,09E+13;0
1957519;3,26E+12;1
7389319;1,93E+13;0
7389319;4,09E+13;0
7389319;9,05E+12;0
7389319;8,44E+12;0
7389319;1,73E+13;1
7395219;1,81E+13;1
7401319;5,44E+12;0
7401319;1,76E+13;0
7401319;2,18E+13;0
7401319;3,08E+13;1
7402219;5,68E+13;1
7402719;1,57E+13;0
7402719;2,16E+13;0
7402719;2,19E+13;0
7402719;1,25E+13;0
7402719;2,24E+13;0
7402719;2,39E+13;0
7402719;5,45E+12;0
7402719;1,12E+13;0
7402719;2,79E+13;0
7402719;2,41E+13;1
7402719;2,03E+13;1
7408219;2,99E+13;1
1972619;7,01E+13;0
1972619;1,66E+12;0
1972619;8,94E+12;0
1972619;1,09E+13;0
1972619;1,86E+13;0
1972619;7,91E+12;0
1972619;9,22E+12;0
1972619;9,05E+12;0
1972619;8,77E+12;0
1972619;3,40E+12;1
7418419;1,74E+13;0
7418419;4,88E+12;0
7418419;1,50E+13;0
7418419;1,52E+13;0
7418419;1,97E+13;0
7418419;2,28E+13;0
7418419;1,74E+13;0
7418419;3,06E+13;0
7418419;2,75E+13;0
7418419;2,79E+13;1
7426519;1,76E+13;0
7426519;2,91E+13;1
1982619;2,36E+13;1
1984119;1,66E+12;0
1984119;9,61E+12;0
1984119;4,09E+13;0
1984119;9,22E+12;0
1984119;7,01E+13;0
1984119;2,86E+12;0
1984119;3,59E+12;0
1984119;3,40E+12;1
7444619;2,40E+13;0
7444619;3,27E+13;1
7445019;2,51E+13;1
7446919;2,69E+13;1
7454319;4,32E+12;0
7454319;1,86E+13;1
7455019;1,08E+12;0
7455019;2,63E+13;0
7455019;3,26E+13;1
1991619;7,30E+13;1
7476019;2,12E+13;0
7476019;1,86E+13;0
7476019;1,12E+13;1
1998319;8,60E+12;1
7529019;2,38E+13;1
7537319;2,63E+12;1
7537819;1,21E+13;1
2007519;1,74E+13;0
2007519;1,74E+13;0
2007519;2,00E+13;1
7554019;2,85E+13;1
7563119;5,88E+12;0
7563119;2,25E+13;1
7566419;2,24E+13;0
7566419;1,52E+13;0
7566419;1,74E+13;0
7566419;1,57E+13;1
7580419;2,67E+13;1
2015519;1,94E+13;0
2015519;1,34E+13;0
2015519;4,44E+12;0
2015519;1,94E+13;1
7592819;7,26E+12;1
2020919;9,50E+12;0
2020919;4,09E+13;0
2020919;1,16E+13;0
2020919;3,64E+13;0
2020919;8,44E+12;0
2020919;1,30E+12;1
7620719;1,03E+13;0
7620719;2,82E+13;0
7620719;2,28E+13;1
7624019;2,02E+13;1
7630119;5,16E+12;0
7630119;1,78E+13;0
7630119;3,16E+13;0
7630119;3,46E+13;0
7630119;3,38E+13;1
2024919;9,32E+12;1
7637519;2,72E+13;1
7643919;2,78E+12;1
7644719;1,99E+12;1
2026619;2,00E+13;1
2028119;7,26E+12;1
7660719;3,16E+13;1
7666319;1,89E+13;0
7666319;9,13E+12;1
7672219;2,51E+13;1
7674019;1,29E+13;1
7676619;5,88E+12;0
7676619;1,78E+13;1
7687419;2,68E+13;1
7688219;2,40E+13;1
7689219;2,41E+13;0
7689219;1,12E+13;1
2043719;4,09E+13;0
2043719;4,12E+13;0
2043719;7,91E+12;0
2043719;8,79E+12;0
2043719;1,09E+13;0
2043719;9,61E+12;0
2043719;1,89E+13;0
2043719;4,30E+12;0
2043719;1,54E+13;0
2043719;1,66E+12;0
2043719;9,05E+12;0
2043719;3,40E+12;0
2043719;9,22E+12;0
2043719;7,01E+13;0
2043719;1,99E+12;1
7704719;2,51E+13;1
7705919;9,61E+12;0
7705919;9,76E+11;0
7705919;4,79E+12;1
7706719;2,68E+13;1
7707519;2,78E+13;0
7707519;7,86E+12;0
7707519;1,39E+13;0
7707519;2,02E+13;0
7707519;2,34E+13;0
7707519;1,50E+13;0
7707519;9,02E+12;0
7707519;2,82E+13;1
7707819;1,50E+13;0
7707819;9,02E+12;0
7707819;2,78E+13;0
7707819;7,86E+12;0
7707819;2,34E+13;0
7707819;1,39E+13;0
7707819;2,82E+13;1
7708219;7,86E+12;0
7708219;1,39E+13;0
7708219;9,02E+12;0
7708219;1,50E+13;0
7708219;2,78E+13;0
7708219;2,34E+13;1
2050419;7,01E+13;0
2050419;2,50E+12;0
2050419;7,91E+12;0
2050419;9,22E+12;0
2050419;4,30E+12;0
2050419;9,07E+12;0
2050419;4,09E+13;0
2050419;1,99E+12;0
2050419;9,61E+12;0
2050419;1,89E+13;0
2050419;1,66E+12;0
2050419;8,94E+12;1
7713919;1,40E+13;0
7713919;1,35E+13;0
7713919;1,82E+13;0
7713919;1,93E+13;0
7713919;2,98E+13;0
7713919;2,77E+13;0
7713919;8,44E+12;0
7713919;1,54E+13;0
7713919;2,03E+13;1
7714119;1,35E+13;0
7714119;1,93E+13;0
7714119;1,82E+13;0
7714119;1,40E+13;0
7714119;1,78E+13;0
7714119;8,44E+12;0
7714119;2,03E+13;1
7714319;1,35E+13;0
7714319;2,69E+13;0
7714319;6,15E+12;0
7714319;2,03E+13;0
7714319;1,93E+13;0
7714319;2,75E+12;1
7716119;2,61E+13;1
7723519;2,30E+13;0
7723519;3,12E+13;0
7723519;7,61E+12;1
7723819;4,44E+12;1
7724619;2,75E+13;0
7724619;2,24E+13;0
7724619;2,68E+13;0
7724619;9,34E+12;1
2054019;9,22E+12;0
2054019;1,09E+13;0
2054019;1,66E+12;0
2054019;4,30E+12;0
2054019;9,76E+11;0
2054019;9,05E+12;0
2054019;2,50E+12;0
2054019;8,94E+12;1
2055719;3,40E+12;0
2055719;9,61E+12;0
2055719;9,05E+12;0
2055719;7,01E+13;0
2055719;4,12E+13;0
2055719;4,30E+12;0
2055719;1,66E+12;0
2055719;1,54E+13;0
2055719;4,09E+13;0
2055719;1,40E+13;0
2055719;7,91E+12;0
2055719;9,22E+12;0
2055719;2,50E+12;0
2055719;1,99E+12;1
2057119;4,09E+13;0
2057119;3,59E+12;0
2057119;2,50E+12;0
2057119;9,76E+11;0
2057119;1,99E+12;0
2057119;9,61E+12;0
2057119;1,66E+12;0
2057119;9,37E+12;0
2057119;4,30E+12;0
2057119;8,94E+12;1
7737219;4,32E+12;1
7740919;3,07E+13;1
7741219;3,07E+13;1
2057819;7,61E+12;0
2057819;1,86E+13;0
2057819;1,95E+13;1
7743519;7,02E+13;1
7745719;1,03E+13;1
7745919;2,61E+13;1
7748519;2,28E+13;1
7749319;3,07E+13;1
7750619;1,38E+13;1
2061919;2,75E+13;0
2061919;1,81E+13;0
2061919;2,36E+13;0
2061919;1,75E+13;1
7757619;2,71E+13;1
7759819;7,01E+13;0
7759819;9,22E+12;1
7764019;5,88E+12;0
7764019;7,75E+12;1
7766719;2,35E+13;1
7772319;1,76E+13;1
7773619;6,95E+12;1
2069819;9,05E+12;0
2069819;1,93E+13;0
2069819;7,91E+12;0
2069819;1,91E+13;1
2071719;9,05E+12;0
2071719;1,66E+12;0
2071719;9,22E+12;0
2071719;4,30E+12;0
2071719;1,99E+12;1
7785519;1,40E+13;1
2074419;3,12E+13;1
7793519;3,16E+13;1
2078119;7,91E+12;0
2078119;9,22E+12;0
2078119;1,66E+12;0
2078119;9,76E+11;0
2078119;9,05E+12;0
2078119;9,61E+12;1
7800719;1,07E+13;1
7801919;1,07E+13;1
7802219;2,09E+13;1
2082719;1,29E+13;1
2084519;1,74E+13;0
2084519;1,36E+13;0
2084519;1,52E+13;0
2084519;2,28E+13;1
7811519;2,79E+13;0
7811519;3,38E+13;1
7812219;8,70E+12;1
7814519;2,67E+13;0
7814519;1,86E+13;0
7814519;3,08E+13;1
7816019;7,01E+13;0
7816019;4,09E+13;1
7816219;7,01E+13;1
7818619;2,82E+13;1
2093119;4,88E+12;0
2093119;1,88E+13;0
2093119;2,28E+13;0
2093119;1,78E+13;0
2093119;2,65E+13;0
2093119;1,36E+13;0
2093119;1,50E+13;0
2093119;1,74E+13;0
2093119;1,21E+13;0
2093119;2,20E+13;0
2093119;1,52E+13;0
2093119;2,70E+13;0
2093119;3,25E+13;0
2093119;2,97E+13;0
2093119;2,00E+13;1
7830419;2,67E+13;1
7837819;7,01E+13;1
7838219;6,15E+12;0
7838219;1,09E+13;0
7838219;7,91E+12;0
7838219;1,86E+13;1
7843019;9,58E+12;0
7843019;1,07E+13;0
7843019;1,03E+13;0
7843019;1,50E+13;1
7866219;2,43E+13;0
7866219;3,16E+13;1
7866319;2,28E+13;1
7877719;1,07E+13;0
7877719;7,75E+12;0
7877719;2,09E+13;0
7877719;1,76E+13;1
2116119;8,69E+12;1
7903219;2,43E+13;1
2125219;4,30E+12;0
2125219;7,91E+12;0
2125219;9,22E+12;0
2125219;9,76E+11;0
2125219;1,99E+12;0
2125219;8,79E+12;0
2125219;9,05E+12;0
2125219;1,66E+12;0
2125219;8,94E+12;1
7909019;3,38E+13;1
2125819;1,94E+13;1
7911719;3,11E+13;1
7917019;5,88E+12;1
2129919;6,74E+11;0
2129919;1,75E+13;0
2129919;1,24E+13;0
2129919;1,12E+13;0
2129919;1,17E+13;0
2129919;1,38E+13;1
7922119;6,95E+12;1
2131019;4,46E+12;1
7928619;1,86E+13;1
7941019;2,43E+13;0
7941019;2,28E+13;1
7941519;3,16E+13;1
2137519;1,66E+12;0
2137519;7,01E+13;1
7950019;4,09E+13;0
7950019;1,03E+13;0
7950019;5,82E+12;0
7950019;2,80E+13;0
7950019;7,91E+12;0
7950019;1,54E+13;1
7956119;3,12E+13;0
7956119;2,97E+13;1
2148119;9,05E+12;0
2148119;1,99E+12;0
2148119;9,22E+12;0
2148119;8,79E+12;0
2148119;2,50E+12;0
2148119;4,30E+12;0
2148119;7,91E+12;0
2148119;9,76E+11;0
2148119;3,75E+11;0
2148119;8,94E+12;1
7967919;1,96E+13;1
7968019;1,96E+13;1
7974219;7,01E+13;1
7977019;2,16E+13;1
7993619;5,88E+12;0
7993619;3,44E+12;0
7993619;3,16E+13;0
7993619;2,19E+13;0
7993619;1,07E+13;0
7993619;1,93E+13;0
7993619;2,36E+13;1
2161619;7,30E+13;1
2161719;1,91E+13;0
2161719;2,25E+13;1
8028819;2,79E+13;1
2163119;4,53E+12;0
2163119;2,78E+13;0
2163119;1,70E+13;0
2163119;7,86E+12;0
2163119;6,16E+12;0
2163119;1,53E+13;0
2163119;1,05E+13;1
8036519;5,88E+12;0
8036519;1,07E+13;1
8038919;1,69E+13;1
8039319;1,69E+13;1
8039719;1,69E+13;1
8050519;2,29E+12;1
2166419;1,74E+13;0
2166419;3,06E+13;1
8054819;1,78E+13;1
8076019;2,82E+13;1
8097219;4,67E+12;0
8097219;2,51E+13;1
8100619;8,44E+12;0
8100619;2,24E+13;0
8100619;2,23E+13;1
8109719;7,16E+12;0
8109719;2,02E+13;0
8109719;3,43E+13;0
8109719;2,19E+13;0
8109719;1,94E+13;1
8115719;1,57E+13;1
8122019;1,94E+13;1
8125519;2,24E+13;0
8125519;9,34E+12;0
8125519;1,57E+13;0
8125519;2,68E+13;0
8125519;2,79E+13;1
