licit;proponente;situacao
6050520;2,96E+13;1
6050520;3,50E+13;1
6054720;3,50E+13;0
6054720;2,91E+13;0
6054720;2,96E+13;1
6057720;2,47E+13;1
1661420;4,08E+13;1
6067520;5,45E+12;1
1665420;7,30E+13;0
1665420;8,58E+12;0
1665420;1,29E+13;0
1665420;5,05E+12;1
6077620;9,58E+12;0
6077620;3,37E+13;1
6077820;9,58E+12;0
6077820;3,37E+13;1
6079520;2,75E+12;0
6079520;2,68E+13;0
6079520;1,74E+13;0
6079520;1,46E+13;0
6079520;3,14E+13;0
6079520;3,12E+13;0
6079520;1,76E+13;0
6079520;2,02E+13;1
6079620;3,22E+13;1
6084620;3,62E+13;0
6084620;1,95E+13;0
6084620;2,64E+13;1
1667320;1,08E+13;0
1667320;9,22E+12;0
1667320;1,36E+13;0
1667320;8,17E+12;0
1667320;7,01E+13;0
1667320;8,71E+12;0
1667320;1,58E+13;0
1667320;1,99E+12;0
1667320;6,15E+12;0
1667320;9,05E+12;0
1667320;1,95E+12;0
1667320;2,52E+13;0
1667320;1,85E+13;0
1667320;1,50E+13;1
1670020;5,45E+12;0
1670020;9,05E+12;0
1670020;2,45E+13;0
1670020;1,17E+13;1
1670020;2,51E+13;1
1670020;3,50E+13;1
6104420;5,16E+12;1
6104820;5,16E+12;1
6110220;8,79E+12;1
6113420;1,08E+13;0
6113420;1,93E+13;0
6113420;7,01E+13;0
6113420;1,06E+13;1
6113720;2,71E+13;1
6113820;1,95E+13;0
6113820;1,50E+13;1
6113820;2,78E+13;1
6114220;3,26E+12;0
6114220;1,93E+13;0
6114220;1,86E+13;0
6114220;1,73E+13;0
6114220;1,34E+13;0
6114220;4,33E+12;1
6115120;1,95E+13;1
6115320;1,95E+13;1
6120620;4,67E+12;0
6120620;2,16E+13;0
6120620;1,08E+13;0
6120620;3,29E+13;0
6120620;2,09E+13;1
6124720;4,67E+12;0
6124720;2,64E+13;0
6124720;1,41E+13;0
6124720;2,95E+13;0
6124720;2,89E+13;0
6124720;1,34E+13;0
6124720;2,30E+13;0
6124720;1,86E+13;0
6124720;3,73E+13;0
6124720;1,99E+13;1
6124820;3,50E+13;0
6124820;3,73E+13;0
6124820;1,93E+13;0
6124820;2,30E+13;0
6124820;4,67E+12;0
6124820;1,86E+13;0
6124820;1,52E+13;0
6124820;1,99E+13;0
6124820;3,50E+13;0
6124820;2,89E+13;0
6124820;1,34E+13;0
6124820;1,41E+13;0
6124820;2,09E+13;1
6125320;2,30E+13;0
6125320;1,34E+13;0
6125320;2,89E+13;0
6125320;1,99E+13;0
6125320;1,41E+13;0
6125320;4,67E+12;0
6125320;3,50E+13;0
6125320;2,11E+13;0
6125320;3,73E+13;0
6125320;3,78E+13;0
6125320;1,86E+13;0
6125320;3,79E+13;0
6125320;3,50E+13;1
6127420;5,05E+12;1
6155120;1,76E+13;0
6155120;2,91E+13;1
6189720;1,34E+13;0
6189720;3,26E+12;1
1713820;1,95E+12;0
1713820;1,36E+13;0
1713820;9,22E+12;0
1713820;1,99E+12;0
1713820;9,05E+12;0
1713820;7,01E+13;0
1713820;9,76E+11;0
1713820;1,85E+13;0
1713820;6,08E+12;0
1713820;9,61E+12;0
1713820;3,75E+11;1
6196420;2,56E+12;1
1716320;9,76E+11;0
1716320;9,22E+12;0
1716320;1,99E+12;0
1716320;7,91E+12;1
6200520;7,75E+12;1
6206020;2,47E+13;1
1724120;2,25E+13;1
6225120;2,02E+13;1
1726620;2,52E+13;0
1726620;9,22E+12;0
1726620;1,95E+12;0
1726620;1,67E+13;0
1726620;7,01E+13;0
1726620;1,08E+13;0
1726620;3,75E+11;0
1726620;2,83E+13;0
1726620;1,95E+13;0
1726620;1,56E+12;1
6225620;2,99E+13;0
6225620;1,21E+13;0
6225620;1,24E+13;0
6225620;2,62E+13;1
1726820;1,08E+13;0
1726820;1,06E+13;0
1726820;1,07E+13;1
6228720;1,95E+13;0
6228720;2,11E+13;1
6228820;1,95E+13;0
6228820;2,11E+13;1
6232520;1,24E+13;1
6232720;5,88E+12;0
6232720;4,67E+12;1
6232820;7,91E+12;1
6236520;3,10E+13;1
6237920;2,52E+13;1
6238220;5,05E+12;0
6238220;1,35E+13;0
6238220;3,30E+13;1
6254420;7,18E+12;1
6292220;1,71E+13;0
6292220;2,89E+13;1
6304320;9,32E+12;1
1739720;1,58E+13;0
1739720;7,01E+13;0
1739720;1,36E+13;0
1739720;1,56E+12;0
1739720;2,52E+13;0
1739720;1,06E+13;0
1739720;6,15E+12;1
1740520;1,67E+13;0
1740520;9,76E+11;0
1740520;1,06E+13;0
1740520;1,08E+13;0
1740520;9,22E+12;0
1740520;2,83E+13;1
1746520;3,21E+12;1
1750120;2,24E+13;0
1750120;1,89E+13;0
1750120;4,67E+12;0
1750120;7,16E+12;1
1751320;5,80E+12;1
6341020;5,05E+12;1
6341120;3,02E+13;1
1753520;2,02E+13;1
6345920;1,04E+12;1
6348820;1,76E+13;1
1757020;9,76E+11;0
1757020;7,91E+12;0
1757020;9,22E+12;1
1757320;2,80E+13;0
1757320;1,36E+13;0
1757320;3,40E+12;0
1757320;3,06E+13;1
6369720;3,06E+13;1
1769420;3,23E+12;1
6402720;5,88E+12;0
6402720;1,17E+13;1
6403220;2,68E+13;0
6403220;3,34E+12;1
6405820;2,43E+13;1
6405820;1,34E+13;1
6405820;1,98E+13;1
6411720;5,88E+12;0
6411720;2,56E+12;1
6426020;1,24E+13;0
6426020;3,03E+13;0
6426020;1,21E+13;0
6426020;2,81E+13;1
6432520;3,73E+13;1
1778020;2,36E+13;0
1778020;1,21E+13;0
1778020;3,35E+13;1
6437220;5,82E+12;1
1780120;1,35E+13;0
1780120;1,99E+11;0
1780120;4,44E+12;0
1780120;3,56E+13;1
6460820;7,75E+12;1
1785520;2,97E+13;1
6473920;2,56E+12;1
6474620;2,00E+13;1
6480720;5,88E+12;0
6480720;1,74E+13;0
6480720;1,07E+13;0
6480720;2,71E+13;1
1790120;2,19E+13;0
1790120;3,22E+13;0
1790120;8,32E+12;0
1790120;3,11E+13;1
1793220;1,09E+12;0
1793220;3,37E+12;0
1793220;4,79E+12;0
1793220;9,76E+11;0
1793220;1,73E+13;0
1793220;3,83E+12;0
1793220;3,22E+13;1
6500220;2,83E+13;1
6500320;2,86E+12;0
6500320;7,01E+13;0
6500320;1,91E+13;0
6500320;1,56E+12;0
6500320;1,06E+13;1
1793620;7,91E+12;0
1793620;7,01E+13;0
1793620;1,95E+12;0
1793620;1,06E+13;0
1793620;2,50E+12;1
6522020;1,74E+13;0
6522020;1,71E+13;0
6522020;5,88E+12;0
6522020;4,67E+12;1
1800720;1,95E+13;0
1800720;9,22E+12;0
1800720;9,61E+12;0
1800720;1,04E+13;0
1800720;1,09E+13;0
1800720;1,06E+13;0
1800720;1,67E+13;0
1800720;3,59E+12;0
1800720;1,99E+12;0
1800720;7,01E+13;0
1800720;6,23E+12;0
1800720;9,76E+11;0
1800720;3,26E+12;0
1800720;1,85E+13;1
1801120;1,12E+13;1
6552320;2,98E+13;0
6552320;5,45E+12;1
6553920;3,57E+13;0
6553920;9,13E+12;1
6562320;2,67E+13;1
6567720;7,59E+12;1
1813420;9,22E+12;0
1813420;3,75E+11;0
1813420;7,91E+12;0
1813420;1,85E+13;0
1813420;3,26E+12;0
1813420;1,95E+12;1
1813720;1,12E+13;1
1818520;1,07E+13;0
1818520;6,23E+12;1
6609420;3,03E+13;0
6609420;7,62E+12;1
6611120;1,05E+13;1
6621720;1,52E+13;0
6621720;5,94E+12;0
6621720;2,34E+13;1
1829720;2,98E+13;1
6675820;3,92E+13;0
6675820;2,46E+13;1
1835820;7,16E+12;0
1835820;1,76E+13;0
1835820;1,12E+13;0
1835820;2,02E+13;0
1835820;5,88E+12;0
1835820;9,91E+12;1
1836520;2,28E+13;0
1836520;3,16E+13;0
1836520;1,21E+13;0
1836520;1,36E+13;0
1836520;5,88E+12;0
1836520;2,66E+13;0
1836520;2,91E+13;0
1836520;1,23E+12;0
1836520;2,98E+13;0
1836520;2,99E+13;0
1836520;1,38E+13;0
1836520;2,25E+13;0
1836520;2,97E+13;1
6679120;2,86E+13;1
6679720;2,39E+13;0
6679720;4,67E+12;0
6679720;2,02E+13;0
6679720;3,50E+13;0
6679720;2,11E+13;0
6679720;8,44E+12;1
6688920;3,70E+13;0
6688920;1,50E+13;0
6688920;2,99E+13;1
6719920;4,67E+12;1
6725220;3,12E+13;0
6725220;2,73E+13;1
1851020;2,25E+13;1
6731320;2,56E+12;1
6739720;3,47E+13;1
1861620;7,01E+13;0
1861620;9,22E+12;0
1861620;8,17E+12;0
1861620;2,52E+13;0
1861620;1,95E+12;0
1861620;2,83E+13;1
6761320;3,29E+13;1
6762220;1,08E+12;1
6762520;5,88E+12;1
6764520;4,06E+12;1
1867120;3,75E+11;0
1867120;3,26E+12;0
1867120;1,95E+12;0
1867120;1,85E+13;0
1867120;2,52E+13;0
1867120;7,01E+13;0
1867120;1,06E+13;0
1867120;9,22E+12;0
1867120;2,83E+13;1
6775120;2,39E+13;1
6791120;2,19E+13;1
6792320;1,08E+12;0
6792320;7,18E+12;0
6792320;3,26E+13;1
6794920;1,47E+13;1
6811920;3,12E+13;0
6811920;2,36E+13;0
6811920;3,80E+13;1
6820720;4,97E+12;0
6820720;1,80E+13;0
6820720;2,87E+13;1
6824820;2,95E+13;0
6824820;1,74E+13;0
6824820;3,81E+13;1
1898520;2,75E+12;0
1898520;1,46E+13;0
1898520;9,91E+12;1
6873220;3,12E+13;1
1900020;8,69E+12;0
1900020;1,12E+13;0
1900020;1,09E+13;0
1900020;1,74E+13;0
1900020;9,91E+12;1
1900320;3,27E+13;0
1900320;2,47E+13;0
1900320;2,36E+13;0
1900320;1,74E+13;0
1900320;2,25E+13;0
1900320;2,97E+13;0
1900320;5,88E+12;0
1900320;3,12E+13;0
1900320;3,61E+13;0
1900320;1,74E+13;0
1900320;1,36E+13;0
1900320;1,23E+12;0
1900320;2,66E+13;0
1900320;2,87E+13;1
1901220;1,35E+13;1
1902120;1,47E+13;0
1902120;5,05E+12;0
1902120;8,53E+12;1
1902320;2,39E+13;0
1902320;1,86E+13;0
1902320;1,12E+13;0
1902320;1,74E+13;0
1902320;2,98E+13;0
1902320;2,02E+13;0
1902320;1,09E+13;0
1902320;2,51E+12;0
1902320;2,09E+13;0
1902320;1,05E+13;0
1902320;2,26E+13;1
1902320;3,73E+13;1
6898220;1,54E+13;1
1904520;5,05E+12;0
1904520;2,52E+13;1
1905320;5,05E+12;1
1907020;1,93E+13;0
1907020;1,05E+13;0
1907020;2,86E+13;0
1907020;9,08E+12;0
1907020;1,74E+13;0
1907020;2,02E+13;0
1907020;1,21E+13;0
1907020;1,50E+13;0
1907020;1,89E+13;1
6917420;2,62E+13;0
6917420;8,39E+12;0
6917420;2,47E+13;0
6917420;3,03E+13;0
6917420;2,36E+13;0
6917420;2,16E+13;1
6917520;3,02E+13;1
6920920;3,50E+13;0
6920920;3,50E+13;1
6922320;3,37E+13;1
6926920;2,99E+13;1
1916120;2,91E+13;1
1916420;1,46E+13;1
1919420;1,93E+13;0
1919420;2,75E+13;0
1919420;2,86E+13;0
1919420;1,21E+13;0
1919420;2,00E+13;0
1919420;4,33E+12;0
1919420;2,02E+13;0
1919420;2,69E+13;0
1919420;1,74E+13;0
1919420;3,16E+13;0
1919420;4,67E+12;0
1919420;2,09E+13;0
1919420;3,12E+13;0
1919420;2,65E+13;1
6957720;2,11E+13;1
6978920;3,78E+13;1
1925320;1,57E+13;1
1927320;2,29E+12;1
1929620;2,87E+13;0
1929620;2,49E+13;0
1929620;2,75E+12;0
1929620;2,02E+13;0
1929620;1,93E+13;0
1929620;2,97E+13;0
1929620;3,16E+13;0
1929620;2,62E+13;0
1929620;5,88E+12;0
1929620;2,65E+13;0
1929620;2,11E+13;0
1929620;4,67E+12;0
1929620;2,75E+13;0
1929620;3,12E+13;0
1929620;2,86E+13;0
1929620;4,96E+12;0
1929620;1,23E+12;0
1929620;4,33E+12;1
1933920;1,36E+13;0
1933920;1,50E+13;0
1933920;2,47E+13;0
1933920;2,36E+13;0
1933920;2,70E+13;0
1933920;2,86E+12;0
1933920;2,66E+13;0
1933920;2,00E+13;0
1933920;8,71E+12;0
1933920;8,60E+12;1
7033020;1,76E+13;1
7046420;3,07E+13;1
1945320;2,12E+13;0
1945320;9,76E+11;1
7060020;1,38E+13;1
1949120;2,29E+12;0
1949120;2,00E+13;0
1949120;2,36E+13;0
1949120;1,99E+13;0
1949120;7,26E+12;1
1951220;2,29E+12;0
1951220;9,33E+12;1
7069620;2,16E+13;1
1952920;8,06E+12;1
7085420;3,37E+12;0
7085420;1,56E+13;1
7089920;9,22E+12;0
7089920;1,91E+13;0
7089920;1,95E+12;0
7089920;1,73E+13;0
7089920;4,32E+12;1
1956320;1,08E+13;0
1956320;7,01E+13;0
1956320;1,91E+13;0
1956320;9,61E+12;0
1956320;1,67E+13;0
1956320;1,95E+12;0
1956320;1,85E+13;1
1963920;4,46E+12;1
7156620;1,52E+13;1
1976420;8,06E+12;1
7172320;4,33E+12;1
7177820;2,00E+13;0
7177820;2,43E+13;1
7179920;8,69E+12;1
7181820;4,33E+12;1
7182420;3,60E+12;0
7182420;7,91E+12;0
7182420;9,22E+12;0
7182420;1,36E+13;0
7182420;1,06E+13;0
7182420;2,50E+12;1
7182620;1,36E+13;0
7182620;7,01E+13;0
7182620;1,56E+12;1
1988320;9,76E+11;1
7219620;1,67E+13;1
7221120;3,29E+13;0
7221120;2,75E+13;0
7221120;3,61E+13;0
7221120;1,50E+13;0
7221120;2,91E+13;1
7221120;4,33E+12;1
1999020;2,43E+13;0
1999020;2,98E+13;0
1999020;2,51E+12;0
1999020;1,42E+13;1
7246220;3,57E+13;1
7247820;8,60E+12;1
2003520;1,56E+13;1
2004720;4,90E+12;1
2010120;1,93E+13;0
2010120;7,01E+13;0
2010120;1,91E+13;0
2010120;2,83E+13;0
2010120;1,85E+13;0
2010120;8,17E+12;0
2010120;1,08E+13;0
2010120;1,06E+13;1
2020820;1,73E+12;0
2020820;2,63E+13;1
7292720;1,36E+13;0
7292720;7,01E+13;0
7292720;1,56E+12;1
2033820;9,05E+12;1
2035820;9,22E+12;0
2035820;1,07E+13;0
2035820;7,01E+13;0
2035820;3,26E+12;0
2035820;1,95E+12;0
2035820;1,67E+13;0
2035820;8,17E+12;0
2035820;4,12E+13;0
2035820;3,59E+12;0
2035820;2,52E+13;0
2035820;1,99E+12;0
2035820;3,75E+11;1
7350220;2,36E+13;1
7362520;3,02E+13;0
7362520;1,76E+13;0
7362520;1,99E+13;1
7382420;2,15E+12;1
7412820;3,12E+13;1
7414320;2,95E+13;1
2064220;7,75E+12;1
2066520;3,37E+13;0
2066520;3,73E+13;0
2066520;1,42E+13;1
7428320;1,73E+13;0
7428320;4,33E+12;1
7428720;9,03E+11;1
7429020;4,85E+12;1
7429620;4,85E+12;1
7429720;1,06E+13;1
7430020;2,02E+13;1
2073620;2,09E+13;1
7458120;2,30E+12;1
7459220;2,11E+13;1
7459320;2,69E+13;0
7459320;3,22E+13;1
7462920;1,99E+13;1
7467120;1,81E+13;1
2082220;2,81E+13;1
7491720;2,43E+13;1
7494320;2,67E+13;0
7494320;3,14E+13;0
7494320;4,33E+12;1
7521820;7,91E+12;0
7521820;4,32E+12;1
7540620;3,50E+13;0
7540620;3,43E+13;1
2095420;1,57E+13;0
2095420;2,11E+13;0
2095420;2,68E+13;0
2095420;3,50E+13;0
2095420;1,92E+13;1
2097520;2,52E+13;1
2098320;8,58E+12;0
2098320;5,05E+12;1
2098520;5,05E+12;0
2098520;1,47E+13;1
7572420;2,82E+13;1
7573120;2,95E+13;0
7573120;3,03E+13;0
7573120;7,75E+12;0
7573120;2,82E+13;1
7584120;2,96E+13;1
7584120;3,70E+13;1
7584720;2,11E+13;1
7597320;7,75E+12;1
7603620;3,41E+13;1
2113120;1,17E+13;1
2114620;4,12E+13;0
2114620;1,50E+13;0
2114620;1,73E+12;0
2114620;1,95E+12;0
2114620;9,22E+12;0
2114620;7,01E+13;0
2114620;3,26E+12;0
2114620;2,50E+12;0
2114620;2,83E+13;0
2114620;2,52E+13;0
2114620;1,85E+13;1
2119820;2,29E+13;1
2120120;3,75E+11;0
2120120;1,08E+13;0
2120120;1,85E+13;0
2120120;9,22E+12;0
2120120;9,61E+12;1
2123320;1,74E+13;0
2123320;2,03E+13;0
2123320;1,07E+13;0
2123320;1,12E+13;0
2123320;1,76E+13;0
2123320;2,68E+13;1
7696320;8,33E+11;1
7702320;1,50E+13;1
7702520;1,08E+13;1
2136820;2,52E+13;0
2136820;4,30E+12;0
2136820;1,09E+13;0
2136820;1,91E+13;0
2136820;1,85E+13;1
2137120;4,30E+12;0
2137120;7,01E+13;0
2137120;1,07E+13;1
2139020;3,59E+12;0
2139020;4,30E+12;0
2139020;7,91E+12;0
2139020;7,01E+13;0
2139020;1,08E+13;0
2139020;9,22E+12;0
2139020;1,99E+12;0
2139020;1,73E+13;0
2139020;2,35E+12;0
2139020;1,85E+13;0
2139020;3,75E+11;0
2139020;8,17E+12;0
2139020;1,95E+12;1
7744120;3,59E+13;0
7744120;2,11E+13;0
7744120;3,50E+13;0
7744120;3,50E+13;0
7744120;3,73E+13;0
7744120;2,09E+13;0
7744120;3,79E+13;1
7744220;3,50E+13;0
7744220;3,59E+13;0
7744220;7,64E+12;0
7744220;2,09E+13;0
7744220;3,73E+13;0
7744220;3,52E+13;0
7744220;7,61E+12;0
7744220;3,14E+13;0
7744220;3,50E+13;0
7744220;1,76E+13;0
7744220;2,11E+13;1
7744620;2,95E+13;1
2142820;4,30E+12;0
2142820;1,67E+13;0
2142820;1,73E+12;0
2142820;7,01E+13;0
2142820;1,07E+13;1
2149520;3,50E+13;0
2149520;2,02E+13;1
7768820;9,20E+12;1
2156220;1,74E+13;0
2156220;1,76E+13;1
2158720;9,32E+12;0
2158720;5,05E+12;0
2158720;1,29E+13;1
7792220;4,02E+12;1
7792520;1,08E+13;1
7849720;1,34E+13;1
7878520;5,83E+12;1
7889820;2,98E+13;0
7889820;2,11E+13;1
7890320;1,36E+13;0
7890320;8,60E+12;0
7890320;3,61E+13;1
7919220;1,76E+13;1
2196320;4,33E+12;0
2196320;2,10E+13;0
2196320;1,36E+13;0
2196320;9,58E+12;0
2196320;2,29E+13;0
2196320;2,86E+13;0
2196320;1,81E+13;1
7927020;2,80E+13;1
2199320;1,74E+13;0
2199320;2,28E+13;0
2199320;2,00E+13;0
2199320;3,38E+13;0
2199320;1,97E+13;0
2199320;2,09E+13;0
2199320;5,40E+12;0
2199320;1,74E+13;1
7936420;1,43E+13;1
2209320;1,72E+13;0
2209320;4,83E+12;1
7948620;2,29E+13;1
2212220;4,33E+12;1
921;1,74E+13;0
921;3,03E+13;0
921;1,46E+13;1
1021;1,74E+13;0
1021;1,46E+13;0
1021;4,67E+12;0
1021;3,03E+13;1
51721;2,35E+12;1
91021;7,75E+12;1
55621;1,09E+13;0
55621;2,52E+13;0
55621;7,01E+13;0
55621;1,73E+12;0
55621;1,95E+13;0
55621;4,30E+12;0
55621;4,12E+13;0
55621;1,91E+13;0
55621;8,17E+12;1
59921;1,47E+13;0
59921;8,58E+12;0
59921;1,29E+13;0
59921;5,05E+12;0
59921;2,52E+13;1
61421;9,54E+12;1
126621;1,99E+13;0
126621;2,09E+13;0
126621;2,11E+13;1
126821;7,16E+12;1
65921;4,60E+11;1
66321;3,20E+12;0
66321;5,05E+12;0
66321;2,52E+13;0
66321;1,08E+13;1
151621;1,76E+13;1
152421;1,97E+13;0
152421;1,74E+13;0
152421;1,43E+13;1
167021;1,25E+13;1
169221;2,81E+13;1
180121;3,12E+13;1
71721;7,01E+13;0
71721;6,23E+12;0
71721;1,67E+13;0
71721;1,85E+13;0
71721;2,50E+12;1
190621;2,87E+13;1
199521;7,91E+12;0
199521;9,07E+12;0
199521;1,36E+13;0
199521;9,22E+12;0
199521;1,06E+13;1
203021;2,19E+13;1
205121;1,89E+13;0
205121;3,10E+13;0
205121;5,45E+12;1
210221;2,81E+13;1
215121;1,20E+13;1
221221;4,93E+12;1
232521;9,35E+12;1
237921;2,97E+13;1
237921;2,72E+13;1
237921;2,75E+13;1
237921;2,93E+13;1
237921;2,74E+13;1
238821;3,72E+13;1
238821;2,05E+13;1
76821;4,08E+13;1
242521;3,61E+13;0
242521;3,35E+13;0
242521;3,38E+13;0
242521;2,46E+13;0
242521;4,33E+12;0
242521;8,60E+12;0
242521;2,91E+13;1
243321;9,51E+12;1
243921;4,97E+12;1
254821;3,46E+13;0
254821;2,94E+13;0
254821;1,73E+13;1
271221;3,01E+13;1
276021;1,57E+13;1
83621;2,52E+13;1
287321;2,52E+13;0
287321;4,60E+11;0
287321;3,30E+13;0
287321;8,98E+12;0
287321;3,40E+12;0
287321;3,02E+13;1
84721;2,52E+13;0
84721;4,57E+11;1
291821;1,43E+13;0
291821;2,71E+13;0
291821;1,81E+13;0
291821;8,44E+12;0
291821;3,16E+13;0
291821;1,74E+13;0
291821;1,97E+13;0
291821;3,12E+13;0
291821;3,38E+13;1
294421;1,94E+13;1
295421;1,76E+13;0
295421;7,75E+12;0
295421;1,89E+13;0
295421;2,64E+13;0
295421;2,98E+13;0
295421;5,45E+12;0
295421;3,03E+13;0
295421;2,46E+13;0
295421;3,10E+13;1
317221;1,89E+13;0
317221;3,10E+13;0
317221;1,76E+13;0
317221;2,46E+13;0
317221;5,44E+12;0
317221;7,75E+12;0
317221;3,03E+13;0
317221;5,45E+12;1
317721;3,16E+13;1
325021;1,54E+13;0
325021;2,03E+13;0
325021;3,97E+13;1
325621;1,54E+13;0
325621;2,03E+13;0
325621;2,75E+12;0
325621;3,02E+13;1
325921;8,44E+12;0
325921;6,15E+12;0
325921;1,54E+13;0
325921;2,03E+13;1
326121;2,75E+12;0
326121;2,03E+13;0
326121;4,32E+12;0
326121;1,57E+13;1
327221;1,29E+13;0
327221;2,52E+13;1
327821;1,76E+13;1
349221;1,85E+13;0
349221;2,81E+13;0
349221;8,44E+12;0
349221;1,74E+13;0
349221;2,95E+13;0
349221;3,38E+13;1
352521;1,41E+13;1
353021;3,16E+13;0
353021;1,43E+13;1
357221;3,50E+13;1
357321;1,41E+13;1
98621;2,52E+13;1
392821;2,81E+13;1
398921;3,16E+13;0
398921;3,12E+13;0
398921;1,41E+13;0
398921;2,43E+13;1
402121;2,53E+13;0
402121;3,14E+13;0
402121;4,03E+13;1
109021;1,36E+13;0
109021;1,85E+13;0
109021;1,67E+13;0
109021;7,01E+13;0
109021;2,50E+12;1
428721;2,67E+13;0
428721;3,14E+13;0
428721;2,75E+12;0
428721;1,74E+13;1
436621;4,02E+13;1
437621;4,02E+13;1
438021;1,74E+13;0
438021;2,02E+13;0
438021;3,23E+12;0
438021;4,63E+12;0
438021;1,12E+13;0
438021;1,76E+13;1
438121;8,44E+12;0
438121;3,50E+13;0
438121;3,76E+13;0
438121;1,76E+13;1
440721;7,66E+12;1
440721;1,41E+13;1
441021;1,81E+12;0
441021;9,08E+12;0
441021;2,82E+13;1
455821;3,75E+13;0
455821;2,12E+13;1
455821;2,68E+13;1
476521;2,19E+13;1
492121;3,50E+13;1
494521;1,95E+13;0
494521;3,73E+13;0
494521;3,50E+13;0
494521;1,25E+13;1
497321;5,29E+12;1
497321;2,29E+13;1
543221;2,51E+12;0
543221;1,46E+13;0
543221;2,09E+13;0
543221;2,12E+13;0
543221;3,50E+13;0
543221;3,73E+13;0
543221;8,06E+12;0
543221;3,75E+13;1
598021;2,28E+13;0
598021;2,66E+13;0
598021;2,43E+13;0
598021;3,76E+13;1
614821;5,82E+12;1
619321;2,64E+13;1
619521;2,64E+13;1
620421;7,54E+12;1
625621;8,60E+12;0
625621;1,20E+13;1
625621;8,60E+12;1
649121;2,98E+13;0
649121;2,28E+13;1
675421;1,66E+12;1
187621;1,73E+12;0
187621;7,91E+12;0
187621;1,67E+13;0
187621;1,36E+13;0
187621;1,07E+13;0
187621;9,22E+12;0
187621;1,95E+13;0
187621;1,99E+12;0
187621;2,50E+12;1
690021;2,40E+13;1
692021;2,75E+12;1
693821;1,51E+13;1
701221;1,12E+13;0
701221;2,67E+13;0
701221;2,11E+13;1
763021;2,81E+13;1
787221;1,25E+13;1
787721;2,81E+13;1
792621;1,76E+13;1
793221;1,83E+13;1
803421;3,01E+13;1
199721;3,37E+13;1
829921;7,16E+12;1
859321;1,99E+13;1
873421;3,02E+13;0
873421;1,50E+13;0
873421;8,40E+12;1
879221;2,81E+13;0
879221;1,08E+13;0
879221;2,03E+13;0
879221;3,54E+13;1
879721;1,25E+13;1
206821;1,29E+13;1
892221;8,44E+12;0
892221;2,03E+13;0
892221;3,07E+13;1
914021;7,01E+13;0
914021;1,36E+13;0
914021;7,91E+12;0
914021;2,03E+13;1
212421;1,74E+13;0
212421;1,87E+13;0
212421;3,34E+13;0
212421;7,75E+12;0
212421;3,25E+13;0
212421;2,52E+13;0
212421;4,33E+12;0
212421;2,44E+13;1
212421;3,06E+13;1
920621;1,06E+13;1
925421;2,78E+13;1
925421;9,20E+12;1
926821;1,73E+13;1
969121;1,35E+13;0
969121;1,28E+13;0
969121;3,30E+13;0
969121;9,33E+12;1
969321;2,49E+13;1
973521;1,12E+13;0
973521;2,62E+13;1
973521;2,63E+13;1
975121;2,77E+12;1
994421;1,09E+13;0
994421;4,44E+12;0
994421;3,57E+13;1
999521;1,17E+13;1
245021;1,85E+13;0
245021;9,22E+12;0
245021;7,01E+13;0
245021;1,36E+13;0
245021;1,95E+13;0
245021;1,67E+13;0
245021;2,86E+12;0
245021;2,35E+12;0
245021;1,91E+13;1
1011021;6,35E+13;1
1011021;2,98E+12;1
1011021;9,26E+12;1
1011021;8,16E+12;1
245921;1,73E+13;0
245921;2,35E+12;0
245921;1,36E+13;0
245921;4,32E+12;0
245921;3,26E+12;1
1012321;9,26E+12;1
1012321;6,35E+13;1
1012321;8,16E+12;1
1013321;1,11E+13;1
1013321;6,35E+13;1
1013321;8,16E+12;1
1013821;2,98E+12;1
1013821;8,16E+12;1
1040421;2,15E+12;1
1058721;2,85E+11;0
1058721;7,80E+12;0
1058721;5,25E+12;1
1060521;7,80E+12;0
1060521;2,85E+11;0
1060521;5,25E+12;1
1071121;1,12E+13;0
1071121;2,00E+13;0
1071121;2,98E+13;0
1071121;2,12E+13;1
261421;2,49E+13;0
261421;2,36E+13;0
261421;2,65E+13;0
261421;9,08E+12;0
261421;3,12E+13;0
261421;2,29E+13;0
261421;2,86E+13;1
262421;2,67E+13;1
1083421;2,91E+13;0
1083421;1,06E+13;1
265121;1,91E+13;1
266021;1,36E+13;1
1092921;8,53E+12;1
1099121;2,71E+13;1
1109021;1,76E+13;1
1110121;2,86E+13;1
1123621;9,33E+12;1
1143321;1,50E+13;1
1150821;7,24E+12;1
290321;5,99E+12;1
1169321;3,35E+13;1
1176221;2,81E+13;0
1176221;2,12E+13;0
1176221;3,75E+13;0
1176221;1,76E+13;0
1176221;8,44E+12;0
1176221;3,76E+13;0
1176221;2,91E+13;1
1176921;3,92E+13;0
1176921;2,91E+13;0
1176921;2,12E+13;0
1176921;3,75E+13;0
1176921;1,76E+13;1
1177421;3,76E+13;1
1177421;2,02E+13;1
1177421;2,12E+13;1
1177421;2,75E+12;1
1177421;2,91E+13;1
1177421;8,44E+12;1
1177421;4,63E+12;1
1177821;2,02E+13;0
1177821;1,76E+13;1
1179921;1,94E+13;1
1182721;9,56E+12;0
1182721;1,76E+13;1
1183821;1,05E+13;0
1183821;7,53E+12;0
1183821;2,36E+13;0
1183821;8,44E+12;0
1183821;3,03E+13;0
1183821;1,47E+13;0
1183821;3,12E+13;0
1183821;3,30E+13;0
1183821;7,75E+12;0
